o1,c,o2
0.002294162630639816,0.17021276595744683,0.05939332143767525
0.05939332143767525,0.031914893617021274,0.0010196278358399183
0.0010196278358399183,0.09574468085106383,0.03237318378791741
0.03237318378791741,0.031914893617021274,0.2949273515166964
0.2949273515166964,0.6382978723404256,0.02396125414223808
0.02396125414223808,0.0851063829787234,0.05047157787407596
0.05047157787407596,0.2553191489361702,0.026765230690797857
0.026765230690797857,0.010638297872340425,0.02905939332143767
0.02905939332143767,0.0851063829787234,0.0035686974254397143
0.0035686974254397143,0.0,0.01223553403007902
0.01223553403007902,0.7127659574468086,0.04664797348967627
0.04664797348967627,0.021276595744680854,0.008157022686719346
0.008157022686719346,0.0,0.011470813153199082
0.011470813153199082,0.06382978723404255,0.0050981391791995925
0.0050981391791995925,0.5425531914893618,0.002294162630639816
0.002294162630639816,0.021276595744680854,0.04027529951567678
0.04027529951567678,0.10638297872340426,0.050981391791995914
0.050981391791995914,0.0,0.022176905429518227
0.022176905429518227,0.5425531914893618,0.053275554422635735
0.053275554422635735,0.18085106382978725,0.053275554422635735
0.053275554422635735,0.07446808510638298,0.028039765485597754
0.028039765485597754,0.010638297872340425,0.009941371399439203
0.009941371399439203,0.010638297872340425,0.1463165944430283
0.1463165944430283,0.30851063829787234,0.0015294417537598775
0.0015294417537598775,0.6170212765957447,0.0007647208768799389
0.0007647208768799389,0.17021276595744683,0.004843232220239612
0.004843232220239612,0.5638297872340426,0.0033137904664797347
0.0033137904664797347,0.18085106382978725,0.013510068824878919
0.013510068824878919,0.17021276595744683,0.044098903900076473
0.044098903900076473,0.3191489361702128,0.09915880703543206
0.09915880703543206,0.2765957446808511,0.004588325261279632
0.004588325261279632,0.7340425531914894,0.0012745347947998981
0.0012745347947998981,0.9255319148936171,0.013510068824878919
0.013510068824878919,0.021276595744680854,0.03849095080295692
0.03849095080295692,0.06382978723404255,0.002039255671679837
0.002039255671679837,0.031914893617021274,0.027784858526637778
0.027784858526637778,0.6382978723404256,0.057099158807035436
0.057099158807035436,0.2978723404255319,0.05811878664287535
0.05811878664287535,0.021276595744680854,0.009176650522559265
0.009176650522559265,0.021276595744680854,0.01274534794799898
0.01274534794799898,0.0425531914893617,0.005607953097119551
0.005607953097119551,0.1170212765957447,0.027529951567677794
0.027529951567677794,0.2021276595744681,0.008157022686719346
0.008157022686719346,0.5531914893617021,0.11929645679327046
0.11929645679327046,0.053191489361702135,0.13688503696150905
0.13688503696150905,0.021276595744680854,0.04053020647463675
0.04053020647463675,0.2021276595744681,0.0035686974254397143
0.0035686974254397143,0.425531914893617,0.13051236298750957
0.13051236298750957,0.32978723404255317,0.01223553403007902
0.01223553403007902,0.07446808510638298,0.0010196278358399183
0.0010196278358399183,0.0,0.0035686974254397143
0.0035686974254397143,0.44680851063829785,0.016823859291358653
0.016823859291358653,0.26595744680851063,0.0887076217180729
0.0887076217180729,0.0425531914893617,0.04639306653071629
0.04639306653071629,0.3404255319148936,0.002039255671679837
0.002039255671679837,0.021276595744680854,0.07774662248279378
0.07774662248279378,0.09574468085106383,0.036706602090237066
0.036706602090237066,0.07446808510638298,0.023706347183278104
0.023706347183278104,0.010638297872340425,0.017333673209278613
0.017333673209278613,0.09574468085106383,0.013764975783838899
0.013764975783838899,0.031914893617021274,0.009686464440479225
0.009686464440479225,0.12765957446808512,0.0038236043843996943
0.0038236043843996943,0.07446808510638298,0.0038236043843996943
0.0038236043843996943,0.22340425531914895,0.09660973744583226
0.09660973744583226,0.0425531914893617,0.03211827682895743
0.03211827682895743,0.031914893617021274,0.2046902880448636
0.2046902880448636,0.18085106382978725,0.0938057608972725
0.0938057608972725,0.07446808510638298,0.006117767015039511
0.006117767015039511,0.0425531914893617,0.006882487891919449
0.006882487891919449,0.010638297872340425,0.03160846291103747
0.03160846291103747,0.0425531914893617,0.03160846291103747
0.03160846291103747,0.13829787234042554,0.014784603619678816
0.014784603619678816,0.1170212765957447,0.0017843487127198574
0.0017843487127198574,0.06382978723404255,0.011980627071119042
0.011980627071119042,0.0,0.004333418302319654
0.004333418302319654,0.32978723404255317,0.0007647208768799389
0.0007647208768799389,0.021276595744680854,0.07239357634463421
0.07239357634463421,0.010638297872340425,0.0861585521284731
0.0861585521284731,0.07446808510638298,0.05021667091511598
0.05021667091511598,0.021276595744680854,0.08819780780015295
0.08819780780015295,0.010638297872340425,0.11955136375223042
0.11955136375223042,0.7659574468085106,0.0
0.0,0.13829787234042554,0.010960999235279123
0.010960999235279123,0.17021276595744683,0.0007647208768799389
0.0007647208768799389,0.19148936170212766,0.0425694621463166
0.0425694621463166,0.021276595744680854,0.06576599541167474
0.06576599541167474,0.010638297872340425,0.04333418302319653
0.04333418302319653,0.26595744680851063,0.002294162630639816
0.002294162630639816,0.7340425531914894,0.0015294417537598775
0.0015294417537598775,0.0,0.09457048177415243
0.09457048177415243,0.010638297872340425,0.9999999999999999
0.9999999999999999,0.0,0.01300025490695896
0.01300025490695896,0.010638297872340425,0.1491205709915881
0.1491205709915881,0.14893617021276598,0.03976548559775682
0.03976548559775682,0.4574468085106383,0.0005098139179199592
0.0005098139179199592,0.7765957446808511,0.006627580932959469
0.006627580932959469,0.12765957446808512,0.007647208768799388
0.007647208768799388,0.22340425531914895,0.04205964822839663
0.04205964822839663,0.07446808510638298,0.04307927606423655
0.04307927606423655,0.031914893617021274,0.16441498852918687
0.16441498852918687,0.13829787234042554,0.0425694621463166
0.0425694621463166,0.031914893617021274,0.01962783583991843
0.01962783583991843,0.1170212765957447,0.015294417537598776
0.015294417537598776,0.32978723404255317,0.026765230690797857
0.026765230690797857,0.0425531914893617,0.010196278358399183
0.010196278358399183,0.1170212765957447,0.01886311496303849
0.01886311496303849,0.021276595744680854,0.002294162630639816
0.002294162630639816,0.0,0.04766760132551619
0.04766760132551619,0.031914893617021274,0.09304104002039255
0.09304104002039255,0.021276595744680854,0.012490440989039
0.012490440989039,0.09574468085106383,0.08921743563599285
0.08921743563599285,0.9893617021276596,0.017078766250318633
0.017078766250318633,0.06382978723404255,0.04945195003823604
0.04945195003823604,0.32978723404255317,0.02523578893703798
0.02523578893703798,0.13829787234042554,0.026000509813917917
0.026000509813917917,0.053191489361702135,0.030079021157277595
0.030079021157277595,0.09574468085106383,0.002294162630639816
0.002294162630639816,0.053191489361702135,0.057354065765995416
0.057354065765995416,0.010638297872340425,0.017333673209278613
0.017333673209278613,0.3404255319148936,0.0025490695895997962
0.0025490695895997962,0.8404255319148937,0.007647208768799388
0.007647208768799388,0.1595744680851064,0.19194494009686466
0.19194494009686466,0.0851063829787234,0.002039255671679837
0.002039255671679837,0.18085106382978725,0.05939332143767525
0.05939332143767525,0.031914893617021274,0.0010196278358399183
0.0010196278358399183,0.09574468085106383,0.03211827682895743
0.03211827682895743,0.0425531914893617,0.2949273515166964
0.2949273515166964,0.6382978723404256,0.02396125414223808
0.02396125414223808,0.0851063829787234,0.05047157787407596
0.05047157787407596,0.2553191489361702,0.026510323731837877
0.026510323731837877,0.021276595744680854,0.02905939332143767
0.02905939332143767,0.0851063829787234,0.0033137904664797347
0.0033137904664797347,0.010638297872340425,0.01223553403007902
0.01223553403007902,0.7021276595744681,0.046902880448636254
0.046902880448636254,0.021276595744680854,0.008157022686719346
0.008157022686719346,0.0,0.011470813153199082
0.011470813153199082,0.06382978723404255,0.0050981391791995925
0.0050981391791995925,0.5425531914893618,0.002294162630639816
0.002294162630639816,0.021276595744680854,0.04027529951567678
0.04027529951567678,0.10638297872340426,0.050981391791995914
0.050981391791995914,0.0,0.022176905429518227
0.022176905429518227,0.5425531914893618,0.053275554422635735
0.053275554422635735,0.18085106382978725,0.053275554422635735
0.053275554422635735,0.07446808510638298,0.028039765485597754
0.028039765485597754,0.010638297872340425,0.009941371399439203
0.009941371399439203,0.010638297872340425,0.1463165944430283
0.1463165944430283,0.30851063829787234,0.0015294417537598775
0.0015294417537598775,0.6170212765957447,0.0007647208768799389
0.0007647208768799389,0.17021276595744683,0.004843232220239612
0.004843232220239612,0.5638297872340426,0.0033137904664797347
0.0033137904664797347,0.18085106382978725,0.013510068824878919
0.013510068824878919,0.17021276595744683,0.043843996941116486
0.043843996941116486,0.32978723404255317,0.09915880703543206
0.09915880703543206,0.2765957446808511,0.004588325261279632
0.004588325261279632,0.7340425531914894,0.0012745347947998981
0.0012745347947998981,0.9255319148936171,0.013510068824878919
0.013510068824878919,0.021276595744680854,0.03849095080295692
0.03849095080295692,0.06382978723404255,0.002039255671679837
0.002039255671679837,0.031914893617021274,0.027529951567677794
0.027529951567677794,0.6489361702127661,0.057099158807035436
0.057099158807035436,0.2978723404255319,0.05811878664287535
0.05811878664287535,0.021276595744680854,0.009176650522559265
0.009176650522559265,0.021276595744680854,0.012490440989039
0.012490440989039,0.053191489361702135,0.005607953097119551
0.005607953097119551,0.1170212765957447,0.027529951567677794
0.027529951567677794,0.2021276595744681,0.008157022686719346
0.008157022686719346,0.5531914893617021,0.11929645679327046
0.11929645679327046,0.053191489361702135,0.13688503696150905
0.13688503696150905,0.010638297872340425,0.04078511343359673
0.04078511343359673,0.2021276595744681,0.0035686974254397143
0.0035686974254397143,0.425531914893617,0.13051236298750957
0.13051236298750957,0.32978723404255317,0.011980627071119042
0.011980627071119042,0.0851063829787234,0.0010196278358399183
0.0010196278358399183,0.0,0.0035686974254397143
0.0035686974254397143,0.44680851063829785,0.016823859291358653
0.016823859291358653,0.26595744680851063,0.0887076217180729
0.0887076217180729,0.0425531914893617,0.04639306653071629
0.04639306653071629,0.3404255319148936,0.002039255671679837
0.002039255671679837,0.021276595744680854,0.07774662248279378
0.07774662248279378,0.0851063829787234,0.03696150904919704
0.03696150904919704,0.07446808510638298,0.023451440224318124
0.023451440224318124,0.021276595744680854,0.017333673209278613
0.017333673209278613,0.09574468085106383,0.013764975783838899
0.013764975783838899,0.031914893617021274,0.009686464440479225
0.009686464440479225,0.12765957446808512,0.0038236043843996943
0.0038236043843996943,0.07446808510638298,0.0038236043843996943
0.0038236043843996943,0.22340425531914895,0.09660973744583226
0.09660973744583226,0.0425531914893617,0.03211827682895743
0.03211827682895743,0.021276595744680854,0.2049451950038236
0.2049451950038236,0.18085106382978725,0.0938057608972725
0.0938057608972725,0.06382978723404255,0.006372673973999491
0.006372673973999491,0.0425531914893617,0.006882487891919449
0.006882487891919449,0.010638297872340425,0.03135355595207749
0.03135355595207749,0.053191489361702135,0.03160846291103747
0.03160846291103747,0.13829787234042554,0.014784603619678816
0.014784603619678816,0.1170212765957447,0.0017843487127198574
0.0017843487127198574,0.06382978723404255,0.011980627071119042
0.011980627071119042,0.0,0.004333418302319654
0.004333418302319654,0.32978723404255317,0.0007647208768799389
0.0007647208768799389,0.021276595744680854,0.07239357634463421
0.07239357634463421,0.010638297872340425,0.0861585521284731
0.0861585521284731,0.07446808510638298,0.05021667091511598
0.05021667091511598,0.010638297872340425,0.08845271475911293
0.08845271475911293,0.010638297872340425,0.11955136375223042
0.11955136375223042,0.7553191489361702,0.0
0.0,0.14893617021276598,0.010960999235279123
0.010960999235279123,0.17021276595744683,0.0007647208768799389
0.0007647208768799389,0.19148936170212766,0.0425694621463166
0.0425694621463166,0.021276595744680854,0.06576599541167474
0.06576599541167474,0.010638297872340425,0.04333418302319653
0.04333418302319653,0.26595744680851063,0.002294162630639816
0.002294162630639816,0.7340425531914894,0.0015294417537598775
0.0015294417537598775,0.0,0.09457048177415243
0.09457048177415243,0.010638297872340425,0.99974509304104
0.99974509304104,0.010638297872340425,0.01300025490695896
0.01300025490695896,0.010638297872340425,0.1491205709915881
0.1491205709915881,0.14893617021276598,0.03976548559775682
0.03976548559775682,0.4574468085106383,0.0005098139179199592
0.0005098139179199592,0.7765957446808511,0.006627580932959469
0.006627580932959469,0.12765957446808512,0.007647208768799388
0.007647208768799388,0.21276595744680854,0.04205964822839663
0.04205964822839663,0.0851063829787234,0.04307927606423655
0.04307927606423655,0.031914893617021274,0.16441498852918687
0.16441498852918687,0.13829787234042554,0.0425694621463166
0.0425694621463166,0.031914893617021274,0.01962783583991843
0.01962783583991843,0.1170212765957447,0.015294417537598776
0.015294417537598776,0.32978723404255317,0.026765230690797857
0.026765230690797857,0.0425531914893617,0.010196278358399183
0.010196278358399183,0.1170212765957447,0.01886311496303849
0.01886311496303849,0.021276595744680854,0.002294162630639816
0.002294162630639816,0.0,0.04741269436655621
0.04741269436655621,0.0425531914893617,0.09304104002039255
0.09304104002039255,0.021276595744680854,0.012490440989039
0.012490440989039,0.09574468085106383,0.08921743563599285
0.08921743563599285,0.9893617021276596,0.017078766250318633
0.017078766250318633,0.06382978723404255,0.04945195003823604
0.04945195003823604,0.32978723404255317,0.02523578893703798
0.02523578893703798,0.13829787234042554,0.026000509813917917
0.026000509813917917,0.0425531914893617,0.03033392811623757
0.03033392811623757,0.09574468085106383,0.002294162630639816
0.002294162630639816,0.053191489361702135,0.057354065765995416
0.057354065765995416,0.010638297872340425,0.017333673209278613
0.017333673209278613,0.3404255319148936,0.0025490695895997962
0.0025490695895997962,0.8404255319148937,0.007647208768799388
0.007647208768799388,0.1595744680851064,0.19194494009686466
0.19194494009686466,0.0851063829787234,0.002039255671679837
0.002039255671679837,0.18085106382978725,0.05913841447871527
0.05913841447871527,0.0425531914893617,0.0010196278358399183
0.0010196278358399183,0.09574468085106383,0.03211827682895743
